,epoch,loss,mae,val_loss,val_mae
0,1,208848.140625,274.7728576660156,184777.15625,258.6551513671875
1,2,139704.234375,230.8900146484375,92427.3984375,190.9409637451172
2,3,73369.328125,173.2481231689453,62303.31640625,160.79302978515625
3,4,45870.796875,137.8446807861328,36516.4609375,122.38687133789062
4,5,28633.9921875,107.80218505859375,25892.2421875,100.05052947998047
5,6,23386.037109375,96.19432830810547,22990.3515625,96.31023406982422
6,7,21503.501953125,93.8991470336914,21542.38671875,93.28335571289062
7,8,19746.43359375,88.81617736816406,20539.595703125,90.74032592773438
8,9,19255.24609375,87.58885192871094,19581.64453125,87.19220733642578
9,10,18001.330078125,83.41726684570312,18768.345703125,84.42578125
10,11,17215.6875,80.1644058227539,18006.361328125,79.53462219238281
11,12,16141.861328125,74.65371704101562,17138.96484375,75.07244873046875
12,13,15468.05078125,71.39555358886719,16573.873046875,72.0606460571289
13,14,14207.908203125,67.35266876220703,16135.5146484375,69.45170593261719
14,15,14578.45703125,67.70603942871094,15844.75,68.00856018066406
15,16,13447.56640625,64.28044891357422,15587.8896484375,67.2919921875
16,17,13349.9033203125,63.35792541503906,15306.3603515625,65.69666290283203
17,18,13068.9677734375,61.83779525756836,15192.2158203125,63.69850540161133
18,19,13235.8662109375,61.767581939697266,14960.1884765625,64.45295715332031
19,20,12543.59765625,58.50895309448242,14796.7978515625,64.71369934082031
20,21,12131.8515625,57.62709426879883,14637.9814453125,61.90678405761719
21,22,12592.09375,58.394187927246094,14698.1728515625,60.5963020324707
22,23,12181.8173828125,56.4315299987793,14502.2236328125,60.97865295410156
23,24,12566.5859375,57.27458572387695,14427.974609375,60.42543411254883
24,25,11791.978515625,55.0720100402832,14329.462890625,59.98697280883789
25,26,11531.5693359375,54.23564147949219,14528.21875,57.88351058959961
26,27,12301.71875,56.10520553588867,14181.6904296875,58.6801872253418
27,28,11136.466796875,52.3406982421875,14150.2236328125,57.9487190246582
28,29,11923.8994140625,54.351383209228516,14044.13671875,58.3520393371582
29,30,11637.69140625,53.154396057128906,13988.0341796875,57.7967529296875
30,31,11427.91015625,52.96945571899414,13976.544921875,56.446746826171875
31,32,11626.16796875,52.51557922363281,13875.2412109375,56.786766052246094
32,33,11004.7099609375,51.331485748291016,13791.205078125,57.07155227661133
33,34,11766.388671875,52.8189582824707,13924.8720703125,56.96977615356445
34,35,10877.33984375,51.072425842285156,13793.3076171875,55.85154342651367
35,36,11209.560546875,50.6763801574707,13716.23828125,55.087100982666016
36,37,11886.6943359375,52.995277404785156,13623.0341796875,55.52463912963867
37,38,10916.71875,50.34764862060547,13603.619140625,54.28668975830078
38,39,11248.0654296875,50.6102294921875,13540.3876953125,55.185821533203125
39,40,10809.5244140625,49.63724136352539,13530.8212890625,54.02047348022461
40,41,11541.5556640625,51.19986343383789,13483.8525390625,53.9177131652832
41,42,11134.5087890625,50.2895393371582,13528.5478515625,55.29304122924805
42,43,10736.7607421875,49.36162185668945,13586.705078125,57.241180419921875
43,44,10958.3544921875,49.442989349365234,13457.900390625,53.063232421875
44,45,10780.81640625,49.38357162475586,13450.3349609375,53.891075134277344
45,46,11215.9638671875,49.298851013183594,13673.982421875,52.56508255004883
46,47,10988.50390625,50.697906494140625,13362.96484375,54.23062515258789
47,48,10969.8291015625,49.34583282470703,13497.59765625,54.430564880371094
48,49,10938.1923828125,49.86808395385742,13473.955078125,55.54747009277344
49,50,10694.4306640625,49.39892578125,13391.26953125,53.978721618652344
50,51,10894.140625,49.03208923339844,13261.150390625,52.91194152832031
51,52,11179.154296875,49.373775482177734,13497.08203125,52.261924743652344
52,53,10664.5107421875,48.06513977050781,13313.9228515625,53.01023864746094
53,54,11011.896484375,49.10015106201172,13199.9375,52.329524993896484
54,55,10535.125,48.125057220458984,13224.39453125,52.53635787963867
55,56,10890.099609375,48.71647644042969,13193.0146484375,53.727840423583984
56,57,10749.1748046875,48.24219512939453,13349.3984375,52.70448684692383
57,58,10678.3251953125,48.77252197265625,13246.4404296875,51.41444396972656
58,59,10881.1591796875,48.19711685180664,13181.3603515625,51.43806457519531
59,60,10602.36328125,47.737388610839844,13181.58203125,51.66392517089844
60,61,10689.986328125,48.39701843261719,13134.16015625,55.87158203125
61,62,10738.6728515625,48.26667404174805,13115.990234375,53.16282272338867
62,63,10698.8779296875,48.19878005981445,13087.45703125,54.396263122558594
63,64,10733.724609375,48.09474182128906,13065.34765625,52.3032341003418
64,65,10710.6474609375,48.04285430908203,13091.4990234375,51.40190124511719
65,66,10467.4453125,47.166072845458984,13073.8427734375,52.38436508178711
66,67,10726.19921875,48.09284210205078,13015.04296875,54.24356460571289
67,68,10523.00390625,48.19911575317383,13025.1591796875,52.3038215637207
68,69,10773.466796875,48.024967193603516,13053.3876953125,52.300148010253906
69,70,10576.7421875,47.6551399230957,12973.2841796875,51.803104400634766
70,71,10645.458984375,47.92746353149414,12971.7138671875,51.396278381347656
71,72,10656.2783203125,47.88056564331055,12978.72265625,50.705997467041016
72,73,10288.1826171875,46.37826919555664,13048.1025390625,50.31448745727539
73,74,10520.1474609375,47.40653610229492,13132.982421875,50.905338287353516
74,75,10401.5302734375,47.16086196899414,13092.3291015625,49.89011764526367
75,76,10356.5556640625,47.019287109375,13131.98046875,51.50374984741211
76,77,10807.25390625,47.99613952636719,12955.083984375,52.278564453125
77,78,10688.1728515625,47.4179573059082,13003.33203125,53.1457633972168
78,79,10390.205078125,48.046199798583984,12932.763671875,50.70989227294922
79,80,10178.1513671875,45.89530944824219,12930.115234375,50.96836471557617
80,81,11024.07421875,49.13522720336914,12926.0615234375,50.300926208496094
81,82,10261.462890625,46.708988189697266,12897.9296875,51.808101654052734
82,83,10264.9248046875,46.54509353637695,12848.755859375,50.57271957397461
83,84,10382.7060546875,47.0806770324707,12973.0703125,49.98814010620117
84,85,10303.3662109375,46.6874885559082,12820.3876953125,50.953468322753906
85,86,10897.984375,48.219215393066406,12857.08984375,51.3724250793457
