,epoch,loss,mae,val_loss,val_mae
0,1,33269.2109375,59.16026306152344,8754.5830078125,28.91084098815918
1,2,6546.896484375,26.321125030517578,5593.8955078125,24.881763458251953
2,3,5078.1181640625,22.6666316986084,4757.802734375,20.80301856994629
3,4,4436.8056640625,20.68781089782715,4269.517578125,20.379695892333984
4,5,4044.305419921875,19.30095100402832,3976.711181640625,17.90130615234375
5,6,3715.5693359375,17.790550231933594,3869.199462890625,17.0076904296875
6,7,3584.93798828125,16.92655372619629,3693.3583984375,16.534448623657227
7,8,3419.12890625,16.19167137145996,3583.146240234375,14.620914459228516
8,9,3381.633056640625,15.966682434082031,3553.22119140625,14.239791870117188
9,10,3325.343994140625,15.574610710144043,3491.7568359375,15.529943466186523
10,11,3248.9951171875,15.004166603088379,3487.27294921875,13.982053756713867
11,12,3177.00927734375,15.093646049499512,3447.97998046875,14.300996780395508
12,13,3138.76220703125,14.553145408630371,3426.75634765625,14.144268035888672
13,14,3151.818115234375,14.67063045501709,3427.024169921875,14.931992530822754
14,15,3157.960205078125,14.611083984375,3414.968994140625,13.65282154083252
15,16,3113.920654296875,14.349963188171387,3382.451171875,13.364465713500977
16,17,3039.3134765625,13.995214462280273,3488.4267578125,13.518166542053223
17,18,3081.83349609375,13.87214469909668,3346.72900390625,13.881832122802734
18,19,3007.36669921875,13.674025535583496,3468.209716796875,13.094961166381836
19,20,3125.9365234375,13.953825950622559,3326.36279296875,14.416114807128906
20,21,3018.39599609375,13.701269149780273,3313.326416015625,13.967294692993164
21,22,3010.967041015625,13.651174545288086,3290.5400390625,13.54489803314209
22,23,3054.625,13.712812423706055,3339.962890625,12.647453308105469
23,24,2959.41015625,13.895634651184082,3378.432861328125,13.641613006591797
24,25,3032.8916015625,13.683785438537598,3313.05029296875,13.01147174835205
25,26,2960.0595703125,13.53123664855957,3279.79931640625,13.158478736877441
26,27,2972.7099609375,13.57252025604248,3254.114501953125,13.314093589782715
27,28,2908.090576171875,13.523021697998047,3229.40283203125,13.01984977722168
28,29,3004.81103515625,13.284550666809082,3219.639404296875,12.467231750488281
29,30,3017.423095703125,13.654923439025879,3222.3212890625,13.770833015441895
30,31,2957.699951171875,13.271376609802246,3220.04638671875,13.691950798034668
31,32,2932.822509765625,13.32565689086914,3212.7421875,13.328597068786621
32,33,2899.277099609375,13.150826454162598,3263.843505859375,13.353193283081055
33,34,3057.860107421875,13.62640380859375,3204.308349609375,13.079781532287598
34,35,2845.201904296875,13.041462898254395,3250.0810546875,13.770750045776367
35,36,2944.860595703125,13.247899055480957,3259.657958984375,13.289862632751465
36,37,2872.550537109375,13.148118019104004,3256.999267578125,12.923264503479004
37,38,2926.266357421875,13.28702163696289,3242.403564453125,12.806853294372559
38,39,2942.761962890625,13.370048522949219,3245.012939453125,14.14139461517334
39,40,2931.2783203125,13.184799194335938,3212.691650390625,13.120255470275879
40,41,2825.070556640625,12.974078178405762,3218.324462890625,12.712949752807617
41,42,3044.634521484375,13.612974166870117,3220.548828125,14.483001708984375
42,43,2925.6328125,13.392399787902832,3211.582275390625,13.411713600158691
43,44,2725.303466796875,12.752141952514648,3274.41845703125,12.588577270507812
44,45,2969.477294921875,13.254537582397461,3228.333984375,12.46643352508545
45,46,2841.632568359375,12.893720626831055,3189.145263671875,12.65827751159668
46,47,2946.266845703125,13.283373832702637,3228.001220703125,14.369884490966797
47,48,2852.858642578125,12.968701362609863,3191.7099609375,13.414124488830566
48,49,2878.2392578125,12.919095039367676,3205.541015625,13.976099014282227
49,50,2887.3525390625,13.194283485412598,3211.948486328125,14.86888313293457
50,51,2817.972412109375,13.079666137695312,3323.987060546875,16.16677474975586
51,52,2844.956298828125,13.00625228881836,3246.82763671875,12.501816749572754
52,53,2870.149169921875,13.01574993133545,3233.124267578125,12.540650367736816
53,54,2830.37255859375,13.0220308303833,3198.322509765625,12.538152694702148
54,55,2848.510009765625,12.74279499053955,3299.05224609375,12.666871070861816
55,56,2791.4990234375,12.7805814743042,3301.671875,12.717148780822754
56,57,2854.45068359375,12.897397994995117,3215.569580078125,12.629881858825684
57,58,2857.535400390625,13.131282806396484,3192.715576171875,13.57553768157959
58,59,2867.1611328125,12.921798706054688,3255.21923828125,12.778497695922852
59,60,2834.614501953125,12.897235870361328,3174.503662109375,12.973224639892578
60,61,2750.88427734375,12.731532096862793,3243.804443359375,12.51624870300293
61,62,2849.28271484375,12.852392196655273,3183.66064453125,13.501296997070312
62,63,2814.500732421875,12.79439640045166,3197.329345703125,12.681351661682129
63,64,2780.03955078125,12.797774314880371,3230.061279296875,11.957453727722168
64,65,2826.4169921875,13.195247650146484,3255.708740234375,13.252873420715332
65,66,2870.071533203125,13.014747619628906,3219.361083984375,12.555306434631348
66,67,2702.196533203125,12.420918464660645,3240.24462890625,14.19458293914795
67,68,2945.6640625,13.719267845153809,3388.74169921875,13.285033226013184
68,69,2812.6533203125,12.87601089477539,3274.143310546875,12.280191421508789
69,70,2687.267578125,12.476658821105957,3179.852294921875,13.304506301879883
70,71,2835.492431640625,13.209619522094727,3243.40625,12.293877601623535
71,72,2839.600830078125,12.790058135986328,3216.233642578125,13.646135330200195
72,73,2826.592041015625,12.946870803833008,3300.35107421875,15.224288940429688
73,74,2777.897216796875,13.066240310668945,3250.7822265625,13.455812454223633
74,75,2720.375,12.214140892028809,3221.99462890625,12.223288536071777
75,76,2751.555419921875,12.778046607971191,3221.167724609375,13.329450607299805
76,77,2806.144775390625,12.457712173461914,3215.641357421875,12.739423751831055
77,78,2812.692626953125,12.757305145263672,3199.80029296875,11.98812484741211
78,79,2653.108642578125,12.478033065795898,3248.7138671875,11.985956192016602
79,80,2817.0771484375,12.506093978881836,3216.87255859375,13.943990707397461
80,81,2860.912841796875,12.990950584411621,3192.070556640625,12.179094314575195
81,82,2768.75439453125,12.480687141418457,3202.218505859375,14.927947044372559
82,83,2772.47607421875,12.794787406921387,3219.109375,12.779515266418457
83,84,2632.440185546875,12.494513511657715,3232.903564453125,12.116909980773926
