,epoch,loss,mae,val_loss,val_mae
0,1,21525.20703125,42.46427536010742,13745.1396484375,47.05553436279297
1,2,4985.4638671875,21.70840072631836,5866.912109375,25.63362693786621
2,3,3271.94873046875,14.79627799987793,5154.951171875,24.139123916625977
3,4,2991.982421875,14.297226905822754,4591.21533203125,22.441267013549805
4,5,2819.62109375,13.716392517089844,4243.38427734375,21.191349029541016
5,6,2646.51416015625,13.194109916687012,3998.758056640625,20.55155372619629
6,7,2397.8779296875,11.997509956359863,3835.199462890625,19.422033309936523
7,8,2406.267822265625,12.033737182617188,3698.270263671875,18.547452926635742
8,9,2191.055419921875,11.229427337646484,3593.31494140625,18.00464630126953
9,10,2217.26806640625,10.818778991699219,3512.77734375,16.973526000976562
10,11,2063.17529296875,10.419302940368652,3550.08154296875,16.325572967529297
11,12,2231.8193359375,10.476744651794434,3422.59912109375,16.54340934753418
12,13,2100.955078125,9.980819702148438,3517.565185546875,16.455795288085938
13,14,2036.36767578125,9.99548053741455,3377.803955078125,15.828412055969238
14,15,2106.703369140625,9.758094787597656,3368.818603515625,15.078697204589844
15,16,2153.9228515625,9.854721069335938,3523.0810546875,16.805885314941406
16,17,1905.9124755859375,9.190154075622559,3294.3564453125,14.912232398986816
17,18,1985.88037109375,9.22179889678955,3310.572509765625,14.700708389282227
18,19,2065.849853515625,9.39072322845459,3266.88427734375,15.012354850769043
19,20,2032.5909423828125,9.210715293884277,3337.91796875,15.909427642822266
20,21,1914.6600341796875,8.97605037689209,3277.24609375,14.748228073120117
21,22,2040.7822265625,9.062414169311523,3291.589599609375,15.339468002319336
22,23,1943.6573486328125,9.067728042602539,3319.806396484375,15.799205780029297
23,24,1795.1527099609375,8.616781234741211,3276.71923828125,14.766587257385254
24,25,2034.5308837890625,9.061816215515137,3304.619140625,15.042024612426758
25,26,1930.64794921875,8.857157707214355,3221.72509765625,14.979508399963379
26,27,1979.7568359375,8.904858589172363,3224.392333984375,14.21992301940918
27,28,1885.515625,8.76073169708252,3201.519287109375,14.172980308532715
28,29,1929.47216796875,8.816397666931152,3238.796875,14.023347854614258
29,30,1961.5294189453125,8.761707305908203,3201.463134765625,13.883513450622559
