,epoch,loss,mae,val_loss,val_mae
0,1,206017.640625,274.23974609375,183539.59375,262.53973388671875
1,2,128456.671875,225.23605346679688,77149.046875,179.61619567871094
2,3,60536.75,159.5791473388672,42740.80078125,133.47166442871094
3,4,33601.203125,117.57817077636719,25814.802734375,99.83680725097656
4,5,24499.970703125,97.76913452148438,21986.4375,91.89192199707031
5,6,21872.498046875,94.01995849609375,20184.94140625,90.77894592285156
6,7,20457.626953125,91.5594711303711,18867.1640625,87.439208984375
7,8,18754.6640625,87.96526336669922,17840.0078125,84.6576156616211
8,9,18022.115234375,84.88480377197266,17063.25,83.0497055053711
9,10,17233.09765625,83.34442138671875,16285.9052734375,80.090576171875
10,11,16786.96484375,80.52346801757812,15762.294921875,78.10447692871094
11,12,16028.013671875,78.25149536132812,15239.5302734375,75.66961669921875
12,13,15112.986328125,74.68875122070312,14844.94921875,73.34508514404297
13,14,15184.0625,73.70824432373047,14515.087890625,70.78143310546875
14,15,14540.744140625,71.17688751220703,14057.8974609375,69.52176666259766
15,16,14040.6728515625,69.1170654296875,13851.6708984375,67.13665008544922
16,17,13804.0380859375,67.40056610107422,13594.27734375,65.05917358398438
17,18,14421.2548828125,68.1402587890625,13264.2451171875,64.54170989990234
18,19,13419.447265625,64.53788757324219,13148.5498046875,63.196407318115234
19,20,13484.0166015625,64.28801727294922,12966.634765625,61.899749755859375
20,21,13133.9072265625,62.32426452636719,12754.650390625,60.46918869018555
21,22,12250.587890625,60.351417541503906,12738.849609375,62.011173248291016
22,23,13100.3857421875,60.61017990112305,12545.7060546875,60.07353210449219
23,24,12591.7451171875,59.91615676879883,12447.2529296875,58.4595947265625
24,25,12906.4111328125,59.54110336303711,12287.80078125,58.5186882019043
25,26,12147.8271484375,57.351192474365234,12254.5654296875,57.31778335571289
26,27,12451.7470703125,58.158447265625,12111.55078125,56.749298095703125
27,28,12331.91015625,56.827030181884766,12093.1572265625,56.24286651611328
28,29,11741.5244140625,55.93967056274414,11983.3603515625,55.417335510253906
29,30,12331.365234375,56.54802703857422,11935.26171875,55.4127311706543
